,beta_value,codings_size,conv_layers,dilations,earlystop_patience,kernel_size_1,start_filter_no,loss,rounded_accuracy,val_loss,val_rounded_accuracy,epochs_trained,date_time,model_name
0,6.451960482049682,32,3,"[1, 2, 4]",40,8,28,2.4495062828063965,0.6384209394454956,70.5346450805664,0.6663491129875183,1.0,20250214-141652,"TBVAE-20250214-141652:_b=6.45_c=32_l=3_f1=28_k1=8_dil=[1, 2, 4]_p=2.65e+05_eps=1_pat=40"
