,beta_value,codings_size,conv_layers,dilations,earlystop_patience,kernel_size_1,start_filter_no,loss,rounded_accuracy,val_loss,val_rounded_accuracy,epochs_trained,date_time,model_name
0,6.451960482049682,32,3,"[1, 2, 4]",40,8,28,1.91321861743927,0.6758948564529419,1147.4573974609375,0.6552262306213379,1.0,20250214-143158,"TBVAE-20250214-143158:_b=6.45_c=32_l=3_f1=28_k1=8_dil=[1, 2, 4]_p=2.65e+05_eps=1_pat=40"
